"","Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"4220","HHS Region 5","3 wk ahead","Bin","percent","10.8","10.9",NA
"4221","HHS Region 5","3 wk ahead","Bin","percent","10.9","11",NA
"4222","HHS Region 5","3 wk ahead","Bin","percent","11","11.1",NA
"4223","HHS Region 5","3 wk ahead","Bin","percent","11.1","11.2",NA
"4224","HHS Region 5","3 wk ahead","Bin","percent","11.2","11.3",NA
"4225","HHS Region 5","3 wk ahead","Bin","percent","11.3","11.4",NA
"4226","HHS Region 5","3 wk ahead","Bin","percent","11.4","11.5",NA
"4227","HHS Region 5","3 wk ahead","Bin","percent","11.5","11.6",NA
"4228","HHS Region 5","3 wk ahead","Bin","percent","11.6","11.7",NA
"4229","HHS Region 5","3 wk ahead","Bin","percent","11.7","11.8",NA
"4230","HHS Region 5","3 wk ahead","Bin","percent","11.8","11.9",NA
"4231","HHS Region 5","3 wk ahead","Bin","percent","11.9","12",NA
"4232","HHS Region 5","3 wk ahead","Bin","percent","12","12.1",NA
"4233","HHS Region 5","3 wk ahead","Bin","percent","12.1","12.2",NA
"4234","HHS Region 5","3 wk ahead","Bin","percent","12.2","12.3",NA
"4235","HHS Region 5","3 wk ahead","Bin","percent","12.3","12.4",NA
"4236","HHS Region 5","3 wk ahead","Bin","percent","12.4","12.5",NA
"4237","HHS Region 5","3 wk ahead","Bin","percent","12.5","12.6",NA
"4238","HHS Region 5","3 wk ahead","Bin","percent","12.6","12.7",NA
"4239","HHS Region 5","3 wk ahead","Bin","percent","12.7","12.8",NA
"4240","HHS Region 5","3 wk ahead","Bin","percent","12.8","12.9",NA
"4241","HHS Region 5","3 wk ahead","Bin","percent","12.9","13",NA
"4242","HHS Region 5","3 wk ahead","Bin","percent","13","100",NA
"4243","HHS Region 5","4 wk ahead","Point","percent",NA,NA,NA
"4244","HHS Region 5","4 wk ahead","Bin","percent","0","0.1",NA
"4245","HHS Region 5","4 wk ahead","Bin","percent","0.1","0.2",NA
"4246","HHS Region 5","4 wk ahead","Bin","percent","0.2","0.3",NA
"4247","HHS Region 5","4 wk ahead","Bin","percent","0.3","0.4",NA
"4248","HHS Region 5","4 wk ahead","Bin","percent","0.4","0.5",NA
"4249","HHS Region 5","4 wk ahead","Bin","percent","0.5","0.6",NA
"4250","HHS Region 5","4 wk ahead","Bin","percent","0.6","0.7",NA
"4251","HHS Region 5","4 wk ahead","Bin","percent","0.7","0.8",NA
"4252","HHS Region 5","4 wk ahead","Bin","percent","0.8","0.9",NA
"4253","HHS Region 5","4 wk ahead","Bin","percent","0.9","1",NA
"4254","HHS Region 5","4 wk ahead","Bin","percent","1","1.1",NA
"4255","HHS Region 5","4 wk ahead","Bin","percent","1.1","1.2",NA
"4256","HHS Region 5","4 wk ahead","Bin","percent","1.2","1.3",NA
"4257","HHS Region 5","4 wk ahead","Bin","percent","1.3","1.4",NA
"4258","HHS Region 5","4 wk ahead","Bin","percent","1.4","1.5",NA
"4259","HHS Region 5","4 wk ahead","Bin","percent","1.5","1.6",NA
"4260","HHS Region 5","4 wk ahead","Bin","percent","1.6","1.7",NA
"4261","HHS Region 5","4 wk ahead","Bin","percent","1.7","1.8",NA
"4262","HHS Region 5","4 wk ahead","Bin","percent","1.8","1.9",NA
"4263","HHS Region 5","4 wk ahead","Bin","percent","1.9","2",NA
"4264","HHS Region 5","4 wk ahead","Bin","percent","2","2.1",NA
"4265","HHS Region 5","4 wk ahead","Bin","percent","2.1","2.2",NA
"4266","HHS Region 5","4 wk ahead","Bin","percent","2.2","2.3",NA
"4267","HHS Region 5","4 wk ahead","Bin","percent","2.3","2.4",NA
"4268","HHS Region 5","4 wk ahead","Bin","percent","2.4","2.5",NA
"4269","HHS Region 5","4 wk ahead","Bin","percent","2.5","2.6",NA
"4270","HHS Region 5","4 wk ahead","Bin","percent","2.6","2.7",NA
"4271","HHS Region 5","4 wk ahead","Bin","percent","2.7","2.8",NA
"4272","HHS Region 5","4 wk ahead","Bin","percent","2.8","2.9",NA
"4273","HHS Region 5","4 wk ahead","Bin","percent","2.9","3",NA
"4274","HHS Region 5","4 wk ahead","Bin","percent","3","3.1",NA
"4275","HHS Region 5","4 wk ahead","Bin","percent","3.1","3.2",NA
"4276","HHS Region 5","4 wk ahead","Bin","percent","3.2","3.3",NA
"4277","HHS Region 5","4 wk ahead","Bin","percent","3.3","3.4",NA
"4278","HHS Region 5","4 wk ahead","Bin","percent","3.4","3.5",NA
"4279","HHS Region 5","4 wk ahead","Bin","percent","3.5","3.6",NA
"4280","HHS Region 5","4 wk ahead","Bin","percent","3.6","3.7",NA
"4281","HHS Region 5","4 wk ahead","Bin","percent","3.7","3.8",NA
"4282","HHS Region 5","4 wk ahead","Bin","percent","3.8","3.9",NA
"4283","HHS Region 5","4 wk ahead","Bin","percent","3.9","4",NA
"4284","HHS Region 5","4 wk ahead","Bin","percent","4","4.1",NA
"4285","HHS Region 5","4 wk ahead","Bin","percent","4.1","4.2",NA
"4286","HHS Region 5","4 wk ahead","Bin","percent","4.2","4.3",NA
"4287","HHS Region 5","4 wk ahead","Bin","percent","4.3","4.4",NA
"4288","HHS Region 5","4 wk ahead","Bin","percent","4.4","4.5",NA
"4289","HHS Region 5","4 wk ahead","Bin","percent","4.5","4.6",NA
"4290","HHS Region 5","4 wk ahead","Bin","percent","4.6","4.7",NA
"4291","HHS Region 5","4 wk ahead","Bin","percent","4.7","4.8",NA
"4292","HHS Region 5","4 wk ahead","Bin","percent","4.8","4.9",NA
"4293","HHS Region 5","4 wk ahead","Bin","percent","4.9","5",NA
"4294","HHS Region 5","4 wk ahead","Bin","percent","5","5.1",NA
"4295","HHS Region 5","4 wk ahead","Bin","percent","5.1","5.2",NA
"4296","HHS Region 5","4 wk ahead","Bin","percent","5.2","5.3",NA
"4297","HHS Region 5","4 wk ahead","Bin","percent","5.3","5.4",NA
"4298","HHS Region 5","4 wk ahead","Bin","percent","5.4","5.5",NA
"4299","HHS Region 5","4 wk ahead","Bin","percent","5.5","5.6",NA
"4300","HHS Region 5","4 wk ahead","Bin","percent","5.6","5.7",NA
"4301","HHS Region 5","4 wk ahead","Bin","percent","5.7","5.8",NA
"4302","HHS Region 5","4 wk ahead","Bin","percent","5.8","5.9",NA
"4303","HHS Region 5","4 wk ahead","Bin","percent","5.9","6",NA
"4304","HHS Region 5","4 wk ahead","Bin","percent","6","6.1",NA
"4305","HHS Region 5","4 wk ahead","Bin","percent","6.1","6.2",NA
"4306","HHS Region 5","4 wk ahead","Bin","percent","6.2","6.3",NA
"4307","HHS Region 5","4 wk ahead","Bin","percent","6.3","6.4",NA
"4308","HHS Region 5","4 wk ahead","Bin","percent","6.4","6.5",NA
"4309","HHS Region 5","4 wk ahead","Bin","percent","6.5","6.6",NA
"4310","HHS Region 5","4 wk ahead","Bin","percent","6.6","6.7",NA
"4311","HHS Region 5","4 wk ahead","Bin","percent","6.7","6.8",NA
"4312","HHS Region 5","4 wk ahead","Bin","percent","6.8","6.9",NA
"4313","HHS Region 5","4 wk ahead","Bin","percent","6.9","7",NA
"4314","HHS Region 5","4 wk ahead","Bin","percent","7","7.1",NA
"4315","HHS Region 5","4 wk ahead","Bin","percent","7.1","7.2",NA
"4316","HHS Region 5","4 wk ahead","Bin","percent","7.2","7.3",NA
"4317","HHS Region 5","4 wk ahead","Bin","percent","7.3","7.4",NA
"4318","HHS Region 5","4 wk ahead","Bin","percent","7.4","7.5",NA
"4319","HHS Region 5","4 wk ahead","Bin","percent","7.5","7.6",NA
"4320","HHS Region 5","4 wk ahead","Bin","percent","7.6","7.7",NA
"4321","HHS Region 5","4 wk ahead","Bin","percent","7.7","7.8",NA
"4322","HHS Region 5","4 wk ahead","Bin","percent","7.8","7.9",NA
"4323","HHS Region 5","4 wk ahead","Bin","percent","7.9","8",NA
"4324","HHS Region 5","4 wk ahead","Bin","percent","8","8.1",NA
"4325","HHS Region 5","4 wk ahead","Bin","percent","8.1","8.2",NA
"4326","HHS Region 5","4 wk ahead","Bin","percent","8.2","8.3",NA
"4327","HHS Region 5","4 wk ahead","Bin","percent","8.3","8.4",NA
"4328","HHS Region 5","4 wk ahead","Bin","percent","8.4","8.5",NA
"4329","HHS Region 5","4 wk ahead","Bin","percent","8.5","8.6",NA
"4330","HHS Region 5","4 wk ahead","Bin","percent","8.6","8.7",NA
"4331","HHS Region 5","4 wk ahead","Bin","percent","8.7","8.8",NA
"4332","HHS Region 5","4 wk ahead","Bin","percent","8.8","8.9",NA
"4333","HHS Region 5","4 wk ahead","Bin","percent","8.9","9",NA
"4334","HHS Region 5","4 wk ahead","Bin","percent","9","9.1",NA
"4335","HHS Region 5","4 wk ahead","Bin","percent","9.1","9.2",NA
"4336","HHS Region 5","4 wk ahead","Bin","percent","9.2","9.3",NA
"4337","HHS Region 5","4 wk ahead","Bin","percent","9.3","9.4",NA
"4338","HHS Region 5","4 wk ahead","Bin","percent","9.4","9.5",NA
"4339","HHS Region 5","4 wk ahead","Bin","percent","9.5","9.6",NA
"4340","HHS Region 5","4 wk ahead","Bin","percent","9.6","9.7",NA
"4341","HHS Region 5","4 wk ahead","Bin","percent","9.7","9.8",NA
"4342","HHS Region 5","4 wk ahead","Bin","percent","9.8","9.9",NA
"4343","HHS Region 5","4 wk ahead","Bin","percent","9.9","10",NA
"4344","HHS Region 5","4 wk ahead","Bin","percent","10","10.1",NA
"4345","HHS Region 5","4 wk ahead","Bin","percent","10.1","10.2",NA
"4346","HHS Region 5","4 wk ahead","Bin","percent","10.2","10.3",NA
"4347","HHS Region 5","4 wk ahead","Bin","percent","10.3","10.4",NA
"4348","HHS Region 5","4 wk ahead","Bin","percent","10.4","10.5",NA
"4349","HHS Region 5","4 wk ahead","Bin","percent","10.5","10.6",NA
"4350","HHS Region 5","4 wk ahead","Bin","percent","10.6","10.7",NA
"4351","HHS Region 5","4 wk ahead","Bin","percent","10.7","10.8",NA
"4352","HHS Region 5","4 wk ahead","Bin","percent","10.8","10.9",NA
"4353","HHS Region 5","4 wk ahead","Bin","percent","10.9","11",NA
"4354","HHS Region 5","4 wk ahead","Bin","percent","11","11.1",NA
"4355","HHS Region 5","4 wk ahead","Bin","percent","11.1","11.2",NA
"4356","HHS Region 5","4 wk ahead","Bin","percent","11.2","11.3",NA
"4357","HHS Region 5","4 wk ahead","Bin","percent","11.3","11.4",NA
"4358","HHS Region 5","4 wk ahead","Bin","percent","11.4","11.5",NA
"4359","HHS Region 5","4 wk ahead","Bin","percent","11.5","11.6",NA
"4360","HHS Region 5","4 wk ahead","Bin","percent","11.6","11.7",NA
"4361","HHS Region 5","4 wk ahead","Bin","percent","11.7","11.8",NA
"4362","HHS Region 5","4 wk ahead","Bin","percent","11.8","11.9",NA
"4363","HHS Region 5","4 wk ahead","Bin","percent","11.9","12",NA
"4364","HHS Region 5","4 wk ahead","Bin","percent","12","12.1",NA
"4365","HHS Region 5","4 wk ahead","Bin","percent","12.1","12.2",NA
"4366","HHS Region 5","4 wk ahead","Bin","percent","12.2","12.3",NA
"4367","HHS Region 5","4 wk ahead","Bin","percent","12.3","12.4",NA
"4368","HHS Region 5","4 wk ahead","Bin","percent","12.4","12.5",NA
"4369","HHS Region 5","4 wk ahead","Bin","percent","12.5","12.6",NA
"4370","HHS Region 5","4 wk ahead","Bin","percent","12.6","12.7",NA
"4371","HHS Region 5","4 wk ahead","Bin","percent","12.7","12.8",NA
"4372","HHS Region 5","4 wk ahead","Bin","percent","12.8","12.9",NA
"4373","HHS Region 5","4 wk ahead","Bin","percent","12.9","13",NA
"4374","HHS Region 5","4 wk ahead","Bin","percent","13","100",NA
"4375","HHS Region 6","Season onset","Point","week",NA,NA,NA
"4376","HHS Region 6","Season onset","Bin","week","40","41",NA
"4377","HHS Region 6","Season onset","Bin","week","41","42",NA
"4378","HHS Region 6","Season onset","Bin","week","42","43",NA
"4379","HHS Region 6","Season onset","Bin","week","43","44",NA
"4380","HHS Region 6","Season onset","Bin","week","44","45",NA
"4381","HHS Region 6","Season onset","Bin","week","45","46",NA
"4382","HHS Region 6","Season onset","Bin","week","46","47",NA
"4383","HHS Region 6","Season onset","Bin","week","47","48",NA
"4384","HHS Region 6","Season onset","Bin","week","48","49",NA
"4385","HHS Region 6","Season onset","Bin","week","49","50",NA
"4386","HHS Region 6","Season onset","Bin","week","50","51",NA
"4387","HHS Region 6","Season onset","Bin","week","51","52",NA
"4388","HHS Region 6","Season onset","Bin","week","52","53",NA
"4389","HHS Region 6","Season onset","Bin","week","1","2",NA
"4390","HHS Region 6","Season onset","Bin","week","2","3",NA
"4391","HHS Region 6","Season onset","Bin","week","3","4",NA
"4392","HHS Region 6","Season onset","Bin","week","4","5",NA
"4393","HHS Region 6","Season onset","Bin","week","5","6",NA
"4394","HHS Region 6","Season onset","Bin","week","6","7",NA
"4395","HHS Region 6","Season onset","Bin","week","7","8",NA
"4396","HHS Region 6","Season onset","Bin","week","8","9",NA
"4397","HHS Region 6","Season onset","Bin","week","9","10",NA
"4398","HHS Region 6","Season onset","Bin","week","10","11",NA
"4399","HHS Region 6","Season onset","Bin","week","11","12",NA
"4400","HHS Region 6","Season onset","Bin","week","12","13",NA
"4401","HHS Region 6","Season onset","Bin","week","13","14",NA
"4402","HHS Region 6","Season onset","Bin","week","14","15",NA
"4403","HHS Region 6","Season onset","Bin","week","15","16",NA
"4404","HHS Region 6","Season onset","Bin","week","16","17",NA
"4405","HHS Region 6","Season onset","Bin","week","17","18",NA
"4406","HHS Region 6","Season onset","Bin","week","18","19",NA
"4407","HHS Region 6","Season onset","Bin","week","19","20",NA
"4408","HHS Region 6","Season onset","Bin","week","20","21",NA
"4409","HHS Region 6","Season onset","Bin","week","none","none",NA
"4410","HHS Region 6","Season peak week","Point","week",NA,NA,NA
"4411","HHS Region 6","Season peak week","Bin","week","40","41",NA
"4412","HHS Region 6","Season peak week","Bin","week","41","42",NA
"4413","HHS Region 6","Season peak week","Bin","week","42","43",NA
"4414","HHS Region 6","Season peak week","Bin","week","43","44",NA
"4415","HHS Region 6","Season peak week","Bin","week","44","45",NA
"4416","HHS Region 6","Season peak week","Bin","week","45","46",NA
"4417","HHS Region 6","Season peak week","Bin","week","46","47",NA
"4418","HHS Region 6","Season peak week","Bin","week","47","48",NA
"4419","HHS Region 6","Season peak week","Bin","week","48","49",NA
"4420","HHS Region 6","Season peak week","Bin","week","49","50",NA
"4421","HHS Region 6","Season peak week","Bin","week","50","51",NA
"4422","HHS Region 6","Season peak week","Bin","week","51","52",NA
"4423","HHS Region 6","Season peak week","Bin","week","52","53",NA
"4424","HHS Region 6","Season peak week","Bin","week","1","2",NA
"4425","HHS Region 6","Season peak week","Bin","week","2","3",NA
"4426","HHS Region 6","Season peak week","Bin","week","3","4",NA
"4427","HHS Region 6","Season peak week","Bin","week","4","5",NA
"4428","HHS Region 6","Season peak week","Bin","week","5","6",NA
"4429","HHS Region 6","Season peak week","Bin","week","6","7",NA
"4430","HHS Region 6","Season peak week","Bin","week","7","8",NA
"4431","HHS Region 6","Season peak week","Bin","week","8","9",NA
"4432","HHS Region 6","Season peak week","Bin","week","9","10",NA
"4433","HHS Region 6","Season peak week","Bin","week","10","11",NA
"4434","HHS Region 6","Season peak week","Bin","week","11","12",NA
"4435","HHS Region 6","Season peak week","Bin","week","12","13",NA
"4436","HHS Region 6","Season peak week","Bin","week","13","14",NA
"4437","HHS Region 6","Season peak week","Bin","week","14","15",NA
"4438","HHS Region 6","Season peak week","Bin","week","15","16",NA
"4439","HHS Region 6","Season peak week","Bin","week","16","17",NA
"4440","HHS Region 6","Season peak week","Bin","week","17","18",NA
"4441","HHS Region 6","Season peak week","Bin","week","18","19",NA
"4442","HHS Region 6","Season peak week","Bin","week","19","20",NA
"4443","HHS Region 6","Season peak week","Bin","week","20","21",NA
"4444","HHS Region 6","Season peak percentage","Point","percent",NA,NA,NA
"4445","HHS Region 6","Season peak percentage","Bin","percent","0","0.1",NA
"4446","HHS Region 6","Season peak percentage","Bin","percent","0.1","0.2",NA
"4447","HHS Region 6","Season peak percentage","Bin","percent","0.2","0.3",NA
"4448","HHS Region 6","Season peak percentage","Bin","percent","0.3","0.4",NA
"4449","HHS Region 6","Season peak percentage","Bin","percent","0.4","0.5",NA
"4450","HHS Region 6","Season peak percentage","Bin","percent","0.5","0.6",NA
"4451","HHS Region 6","Season peak percentage","Bin","percent","0.6","0.7",NA
"4452","HHS Region 6","Season peak percentage","Bin","percent","0.7","0.8",NA
"4453","HHS Region 6","Season peak percentage","Bin","percent","0.8","0.9",NA
"4454","HHS Region 6","Season peak percentage","Bin","percent","0.9","1",NA
"4455","HHS Region 6","Season peak percentage","Bin","percent","1","1.1",NA
"4456","HHS Region 6","Season peak percentage","Bin","percent","1.1","1.2",NA
"4457","HHS Region 6","Season peak percentage","Bin","percent","1.2","1.3",NA
"4458","HHS Region 6","Season peak percentage","Bin","percent","1.3","1.4",NA
"4459","HHS Region 6","Season peak percentage","Bin","percent","1.4","1.5",NA
"4460","HHS Region 6","Season peak percentage","Bin","percent","1.5","1.6",NA
"4461","HHS Region 6","Season peak percentage","Bin","percent","1.6","1.7",NA
"4462","HHS Region 6","Season peak percentage","Bin","percent","1.7","1.8",NA
"4463","HHS Region 6","Season peak percentage","Bin","percent","1.8","1.9",NA
"4464","HHS Region 6","Season peak percentage","Bin","percent","1.9","2",NA
"4465","HHS Region 6","Season peak percentage","Bin","percent","2","2.1",NA
"4466","HHS Region 6","Season peak percentage","Bin","percent","2.1","2.2",NA
"4467","HHS Region 6","Season peak percentage","Bin","percent","2.2","2.3",NA
"4468","HHS Region 6","Season peak percentage","Bin","percent","2.3","2.4",NA
"4469","HHS Region 6","Season peak percentage","Bin","percent","2.4","2.5",NA
"4470","HHS Region 6","Season peak percentage","Bin","percent","2.5","2.6",NA
"4471","HHS Region 6","Season peak percentage","Bin","percent","2.6","2.7",NA
"4472","HHS Region 6","Season peak percentage","Bin","percent","2.7","2.8",NA
"4473","HHS Region 6","Season peak percentage","Bin","percent","2.8","2.9",NA
"4474","HHS Region 6","Season peak percentage","Bin","percent","2.9","3",NA
"4475","HHS Region 6","Season peak percentage","Bin","percent","3","3.1",NA
"4476","HHS Region 6","Season peak percentage","Bin","percent","3.1","3.2",NA
"4477","HHS Region 6","Season peak percentage","Bin","percent","3.2","3.3",NA
"4478","HHS Region 6","Season peak percentage","Bin","percent","3.3","3.4",NA
"4479","HHS Region 6","Season peak percentage","Bin","percent","3.4","3.5",NA
"4480","HHS Region 6","Season peak percentage","Bin","percent","3.5","3.6",NA
"4481","HHS Region 6","Season peak percentage","Bin","percent","3.6","3.7",NA
"4482","HHS Region 6","Season peak percentage","Bin","percent","3.7","3.8",NA
"4483","HHS Region 6","Season peak percentage","Bin","percent","3.8","3.9",NA
"4484","HHS Region 6","Season peak percentage","Bin","percent","3.9","4",NA
"4485","HHS Region 6","Season peak percentage","Bin","percent","4","4.1",NA
"4486","HHS Region 6","Season peak percentage","Bin","percent","4.1","4.2",NA
"4487","HHS Region 6","Season peak percentage","Bin","percent","4.2","4.3",NA
"4488","HHS Region 6","Season peak percentage","Bin","percent","4.3","4.4",NA
"4489","HHS Region 6","Season peak percentage","Bin","percent","4.4","4.5",NA
"4490","HHS Region 6","Season peak percentage","Bin","percent","4.5","4.6",NA
"4491","HHS Region 6","Season peak percentage","Bin","percent","4.6","4.7",NA
"4492","HHS Region 6","Season peak percentage","Bin","percent","4.7","4.8",NA
"4493","HHS Region 6","Season peak percentage","Bin","percent","4.8","4.9",NA
"4494","HHS Region 6","Season peak percentage","Bin","percent","4.9","5",NA
"4495","HHS Region 6","Season peak percentage","Bin","percent","5","5.1",NA
"4496","HHS Region 6","Season peak percentage","Bin","percent","5.1","5.2",NA
"4497","HHS Region 6","Season peak percentage","Bin","percent","5.2","5.3",NA
"4498","HHS Region 6","Season peak percentage","Bin","percent","5.3","5.4",NA
"4499","HHS Region 6","Season peak percentage","Bin","percent","5.4","5.5",NA
"4500","HHS Region 6","Season peak percentage","Bin","percent","5.5","5.6",NA
"4501","HHS Region 6","Season peak percentage","Bin","percent","5.6","5.7",NA
"4502","HHS Region 6","Season peak percentage","Bin","percent","5.7","5.8",NA
"4503","HHS Region 6","Season peak percentage","Bin","percent","5.8","5.9",NA
"4504","HHS Region 6","Season peak percentage","Bin","percent","5.9","6",NA
"4505","HHS Region 6","Season peak percentage","Bin","percent","6","6.1",NA
"4506","HHS Region 6","Season peak percentage","Bin","percent","6.1","6.2",NA
"4507","HHS Region 6","Season peak percentage","Bin","percent","6.2","6.3",NA
"4508","HHS Region 6","Season peak percentage","Bin","percent","6.3","6.4",NA
"4509","HHS Region 6","Season peak percentage","Bin","percent","6.4","6.5",NA
"4510","HHS Region 6","Season peak percentage","Bin","percent","6.5","6.6",NA
"4511","HHS Region 6","Season peak percentage","Bin","percent","6.6","6.7",NA
"4512","HHS Region 6","Season peak percentage","Bin","percent","6.7","6.8",NA
"4513","HHS Region 6","Season peak percentage","Bin","percent","6.8","6.9",NA
"4514","HHS Region 6","Season peak percentage","Bin","percent","6.9","7",NA
"4515","HHS Region 6","Season peak percentage","Bin","percent","7","7.1",NA
"4516","HHS Region 6","Season peak percentage","Bin","percent","7.1","7.2",NA
"4517","HHS Region 6","Season peak percentage","Bin","percent","7.2","7.3",NA
"4518","HHS Region 6","Season peak percentage","Bin","percent","7.3","7.4",NA
"4519","HHS Region 6","Season peak percentage","Bin","percent","7.4","7.5",NA
"4520","HHS Region 6","Season peak percentage","Bin","percent","7.5","7.6",NA
"4521","HHS Region 6","Season peak percentage","Bin","percent","7.6","7.7",NA
"4522","HHS Region 6","Season peak percentage","Bin","percent","7.7","7.8",NA
"4523","HHS Region 6","Season peak percentage","Bin","percent","7.8","7.9",NA
"4524","HHS Region 6","Season peak percentage","Bin","percent","7.9","8",NA
"4525","HHS Region 6","Season peak percentage","Bin","percent","8","8.1",NA
"4526","HHS Region 6","Season peak percentage","Bin","percent","8.1","8.2",NA
"4527","HHS Region 6","Season peak percentage","Bin","percent","8.2","8.3",NA
"4528","HHS Region 6","Season peak percentage","Bin","percent","8.3","8.4",NA
"4529","HHS Region 6","Season peak percentage","Bin","percent","8.4","8.5",NA
"4530","HHS Region 6","Season peak percentage","Bin","percent","8.5","8.6",NA
"4531","HHS Region 6","Season peak percentage","Bin","percent","8.6","8.7",NA
"4532","HHS Region 6","Season peak percentage","Bin","percent","8.7","8.8",NA
"4533","HHS Region 6","Season peak percentage","Bin","percent","8.8","8.9",NA
"4534","HHS Region 6","Season peak percentage","Bin","percent","8.9","9",NA
"4535","HHS Region 6","Season peak percentage","Bin","percent","9","9.1",NA
"4536","HHS Region 6","Season peak percentage","Bin","percent","9.1","9.2",NA
"4537","HHS Region 6","Season peak percentage","Bin","percent","9.2","9.3",NA
"4538","HHS Region 6","Season peak percentage","Bin","percent","9.3","9.4",NA
"4539","HHS Region 6","Season peak percentage","Bin","percent","9.4","9.5",NA
"4540","HHS Region 6","Season peak percentage","Bin","percent","9.5","9.6",NA
"4541","HHS Region 6","Season peak percentage","Bin","percent","9.6","9.7",NA
"4542","HHS Region 6","Season peak percentage","Bin","percent","9.7","9.8",NA
"4543","HHS Region 6","Season peak percentage","Bin","percent","9.8","9.9",NA
"4544","HHS Region 6","Season peak percentage","Bin","percent","9.9","10",NA
"4545","HHS Region 6","Season peak percentage","Bin","percent","10","10.1",NA
"4546","HHS Region 6","Season peak percentage","Bin","percent","10.1","10.2",NA
"4547","HHS Region 6","Season peak percentage","Bin","percent","10.2","10.3",NA
"4548","HHS Region 6","Season peak percentage","Bin","percent","10.3","10.4",NA
"4549","HHS Region 6","Season peak percentage","Bin","percent","10.4","10.5",NA
"4550","HHS Region 6","Season peak percentage","Bin","percent","10.5","10.6",NA
"4551","HHS Region 6","Season peak percentage","Bin","percent","10.6","10.7",NA
"4552","HHS Region 6","Season peak percentage","Bin","percent","10.7","10.8",NA
"4553","HHS Region 6","Season peak percentage","Bin","percent","10.8","10.9",NA
"4554","HHS Region 6","Season peak percentage","Bin","percent","10.9","11",NA
"4555","HHS Region 6","Season peak percentage","Bin","percent","11","11.1",NA
"4556","HHS Region 6","Season peak percentage","Bin","percent","11.1","11.2",NA
"4557","HHS Region 6","Season peak percentage","Bin","percent","11.2","11.3",NA
"4558","HHS Region 6","Season peak percentage","Bin","percent","11.3","11.4",NA
"4559","HHS Region 6","Season peak percentage","Bin","percent","11.4","11.5",NA
"4560","HHS Region 6","Season peak percentage","Bin","percent","11.5","11.6",NA
"4561","HHS Region 6","Season peak percentage","Bin","percent","11.6","11.7",NA
"4562","HHS Region 6","Season peak percentage","Bin","percent","11.7","11.8",NA
"4563","HHS Region 6","Season peak percentage","Bin","percent","11.8","11.9",NA
"4564","HHS Region 6","Season peak percentage","Bin","percent","11.9","12",NA
"4565","HHS Region 6","Season peak percentage","Bin","percent","12","12.1",NA
"4566","HHS Region 6","Season peak percentage","Bin","percent","12.1","12.2",NA
"4567","HHS Region 6","Season peak percentage","Bin","percent","12.2","12.3",NA
"4568","HHS Region 6","Season peak percentage","Bin","percent","12.3","12.4",NA
"4569","HHS Region 6","Season peak percentage","Bin","percent","12.4","12.5",NA
"4570","HHS Region 6","Season peak percentage","Bin","percent","12.5","12.6",NA
"4571","HHS Region 6","Season peak percentage","Bin","percent","12.6","12.7",NA
"4572","HHS Region 6","Season peak percentage","Bin","percent","12.7","12.8",NA
"4573","HHS Region 6","Season peak percentage","Bin","percent","12.8","12.9",NA
"4574","HHS Region 6","Season peak percentage","Bin","percent","12.9","13",NA
"4575","HHS Region 6","Season peak percentage","Bin","percent","13","100",NA
"4576","HHS Region 6","1 wk ahead","Point","percent",NA,NA,NA
"4577","HHS Region 6","1 wk ahead","Bin","percent","0","0.1",NA
"4578","HHS Region 6","1 wk ahead","Bin","percent","0.1","0.2",NA
"4579","HHS Region 6","1 wk ahead","Bin","percent","0.2","0.3",NA
"4580","HHS Region 6","1 wk ahead","Bin","percent","0.3","0.4",NA
"4581","HHS Region 6","1 wk ahead","Bin","percent","0.4","0.5",NA
"4582","HHS Region 6","1 wk ahead","Bin","percent","0.5","0.6",NA
"4583","HHS Region 6","1 wk ahead","Bin","percent","0.6","0.7",NA
"4584","HHS Region 6","1 wk ahead","Bin","percent","0.7","0.8",NA
"4585","HHS Region 6","1 wk ahead","Bin","percent","0.8","0.9",NA
"4586","HHS Region 6","1 wk ahead","Bin","percent","0.9","1",NA
"4587","HHS Region 6","1 wk ahead","Bin","percent","1","1.1",NA
"4588","HHS Region 6","1 wk ahead","Bin","percent","1.1","1.2",NA
"4589","HHS Region 6","1 wk ahead","Bin","percent","1.2","1.3",NA
"4590","HHS Region 6","1 wk ahead","Bin","percent","1.3","1.4",NA
"4591","HHS Region 6","1 wk ahead","Bin","percent","1.4","1.5",NA
"4592","HHS Region 6","1 wk ahead","Bin","percent","1.5","1.6",NA
"4593","HHS Region 6","1 wk ahead","Bin","percent","1.6","1.7",NA
"4594","HHS Region 6","1 wk ahead","Bin","percent","1.7","1.8",NA
"4595","HHS Region 6","1 wk ahead","Bin","percent","1.8","1.9",NA
"4596","HHS Region 6","1 wk ahead","Bin","percent","1.9","2",NA
"4597","HHS Region 6","1 wk ahead","Bin","percent","2","2.1",NA
"4598","HHS Region 6","1 wk ahead","Bin","percent","2.1","2.2",NA
"4599","HHS Region 6","1 wk ahead","Bin","percent","2.2","2.3",NA
"4600","HHS Region 6","1 wk ahead","Bin","percent","2.3","2.4",NA
"4601","HHS Region 6","1 wk ahead","Bin","percent","2.4","2.5",NA
"4602","HHS Region 6","1 wk ahead","Bin","percent","2.5","2.6",NA
"4603","HHS Region 6","1 wk ahead","Bin","percent","2.6","2.7",NA
